id,name,type1,type2,hp,attack,defense,special-attack,special-defense,speed,weight,height,image_url,generation,category,total_stats,combined_type
343,baltoy,tierra,psíquico,40,40,55,40,70,55,215,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,3,Común,300,tierra/psíquico
344,claydol,tierra,psíquico,60,70,105,70,120,75,1080,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,3,Común,500,tierra/psíquico
345,lileep,roca,planta,66,41,77,61,87,23,238,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,3,Común,355,roca/planta
346,cradily,roca,planta,86,81,97,81,107,43,604,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,3,Común,495,roca/planta
347,anorith,roca,bicho,45,95,50,40,50,75,125,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,3,Común,355,roca/bicho
348,armaldo,roca,bicho,75,125,100,70,80,45,682,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,3,Común,495,roca/bicho
349,feebas,agua,,20,15,20,10,55,80,74,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,3,Común,200,agua
350,milotic,agua,,95,60,79,100,125,81,1620,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,3,Común,540,agua
351,castform,normal,,70,70,70,70,70,70,8,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,3,Común,420,normal
352,kecleon,normal,,60,90,70,60,120,40,220,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,3,Común,440,normal
353,shuppet,fantasma,,44,75,35,63,33,45,23,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,3,Común,295,fantasma
354,banette,fantasma,,64,115,65,83,63,65,125,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,3,Común,455,fantasma
355,duskull,fantasma,,20,40,90,30,90,25,150,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,3,Común,295,fantasma
356,dusclops,fantasma,,40,70,130,60,130,25,306,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,3,Común,455,fantasma
357,tropius,planta,volador,99,68,83,72,87,51,1000,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,3,Común,460,planta/volador
358,chimecho,psíquico,,75,50,80,95,90,65,10,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,3,Común,455,psíquico
359,absol,oscuro,,65,130,60,75,60,75,470,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,3,Común,465,oscuro
360,wynaut,psíquico,,95,23,48,23,48,23,140,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,3,Común,260,psíquico
361,snorunt,hielo,,50,50,50,50,50,50,168,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,3,Común,300,hielo
362,glalie,hielo,,80,80,80,80,80,80,2565,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,3,Común,480,hielo
363,spheal,hielo,agua,70,40,50,55,50,25,395,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,3,Común,290,hielo/agua
364,sealeo,hielo,agua,90,60,70,75,70,45,876,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,3,Común,410,hielo/agua
365,walrein,hielo,agua,110,80,90,95,90,65,1506,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,3,Común,530,hielo/agua
366,clamperl,agua,,35,64,85,74,55,32,525,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,3,Común,345,agua
367,huntail,agua,,55,104,105,94,75,52,270,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,3,Común,485,agua
368,gorebyss,agua,,55,84,105,114,75,52,226,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,3,Común,485,agua
369,relicanth,agua,roca,100,90,130,45,65,55,234,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,3,Común,485,agua/roca
370,luvdisc,agua,,43,30,55,40,65,97,87,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,3,Común,330,agua
371,bagon,dragón,,45,75,60,40,30,50,421,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,3,Común,300,dragón
372,shelgon,dragón,,65,95,100,60,50,50,1105,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,3,Común,420,dragón
373,salamence,dragón,volador,95,135,80,110,80,100,1026,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,3,Común,600,dragón/volador
374,beldum,acero,psíquico,40,55,80,35,60,30,952,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,3,Común,300,acero/psíquico
375,metang,acero,psíquico,60,75,100,55,80,50,2025,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,3,Común,420,acero/psíquico
376,metagross,acero,psíquico,80,135,130,95,90,70,5500,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,3,Común,600,acero/psíquico
377,regirock,roca,,80,100,200,50,100,50,2300,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,3,Legendario,580,roca
378,regice,hielo,,80,50,100,100,200,50,1750,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,3,Legendario,580,hielo
379,registeel,acero,,80,75,150,75,150,50,2050,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,3,Legendario,580,acero
380,latias,dragón,psíquico,80,80,90,110,130,110,400,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,3,Legendario,600,dragón/psíquico
381,latios,dragón,psíquico,80,90,80,130,110,110,600,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,3,Legendario,600,dragón/psíquico
382,kyogre,agua,,100,100,90,150,140,90,3520,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,3,Legendario,670,agua
383,groudon,tierra,,100,150,140,100,90,90,9500,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,3,Legendario,670,tierra
384,rayquaza,dragón,volador,105,150,90,150,90,95,2065,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,3,Legendario,680,dragón/volador
385,jirachi,acero,psíquico,100,100,100,100,100,100,11,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,3,Mítico,600,acero/psíquico
386,deoxys-normal,psíquico,,50,150,50,150,50,150,608,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,3,Mítico,600,psíquico
387,turtwig,planta,,55,68,64,45,55,31,102,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,4,Común,318,planta
388,grotle,planta,,75,89,85,55,65,36,970,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,4,Común,405,planta
389,torterra,planta,tierra,95,109,105,75,85,56,3100,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,4,Común,525,planta/tierra
390,chimchar,fuego,,44,58,44,58,44,61,62,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,4,Común,309,fuego
391,monferno,fuego,lucha,64,78,52,78,52,81,220,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,4,Común,405,fuego/lucha
392,infernape,fuego,lucha,76,104,71,104,71,108,550,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,4,Común,534,fuego/lucha
393,piplup,agua,,53,51,53,61,56,40,52,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,4,Común,314,agua
394,prinplup,agua,,64,66,68,81,76,50,230,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,4,Común,405,agua
395,empoleon,agua,acero,84,86,88,111,101,60,845,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,4,Común,530,agua/acero
396,starly,normal,volador,40,55,30,30,30,60,20,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,4,Común,245,normal/volador
397,staravia,normal,volador,55,75,50,40,40,80,155,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,4,Común,340,normal/volador
398,staraptor,normal,volador,85,120,70,50,60,100,249,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,4,Común,485,normal/volador
399,bidoof,normal,,59,45,40,35,40,31,200,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,4,Común,250,normal
400,bibarel,normal,agua,79,85,60,55,60,71,315,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,4,Común,410,normal/agua
401,kricketot,bicho,,37,25,41,25,41,25,22,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,4,Común,194,bicho
402,kricketune,bicho,,77,85,51,55,51,65,255,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,4,Común,384,bicho
403,shinx,eléctrico,,45,65,34,40,34,45,95,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,4,Común,263,eléctrico
404,luxio,eléctrico,,60,85,49,60,49,60,305,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,4,Común,363,eléctrico
405,luxray,eléctrico,,80,120,79,95,79,70,420,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,4,Común,523,eléctrico
406,budew,planta,veneno,40,30,35,50,70,55,12,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,4,Común,280,planta/veneno
407,roserade,planta,veneno,60,70,65,125,105,90,145,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,4,Común,515,planta/veneno
408,cranidos,roca,,67,125,40,30,30,58,315,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,4,Común,350,roca
409,rampardos,roca,,97,165,60,65,50,58,1025,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,4,Común,495,roca
410,shieldon,roca,acero,30,42,118,42,88,30,570,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,4,Común,350,roca/acero
411,bastiodon,roca,acero,60,52,168,47,138,30,1495,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,4,Común,495,roca/acero
412,burmy,bicho,,40,29,45,29,45,36,34,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,4,Común,224,bicho
413,wormadam-plant,bicho,planta,60,59,85,79,105,36,65,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,4,Común,424,bicho/planta
414,mothim,bicho,volador,70,94,50,94,50,66,233,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,4,Común,424,bicho/volador
415,combee,bicho,volador,30,30,42,30,42,70,55,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,4,Común,244,bicho/volador
416,vespiquen,bicho,volador,70,80,102,80,102,40,385,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,4,Común,474,bicho/volador
417,pachirisu,eléctrico,,60,45,70,45,90,95,39,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,4,Común,405,eléctrico
418,buizel,agua,,55,65,35,60,30,85,295,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,4,Común,330,agua
419,floatzel,agua,,85,105,55,85,50,115,335,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,4,Común,495,agua
420,cherubi,planta,,45,35,45,62,53,35,33,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,4,Común,275,planta
421,cherrim,planta,,70,60,70,87,78,85,93,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,4,Común,450,planta
422,shellos,agua,,76,48,48,57,62,34,63,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,4,Común,325,agua
423,gastrodon,agua,tierra,111,83,68,92,82,39,299,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,4,Común,475,agua/tierra
424,ambipom,normal,,75,100,66,60,66,115,203,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,4,Común,482,normal
425,drifloon,fantasma,volador,90,50,34,60,44,70,12,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,4,Común,348,fantasma/volador
426,drifblim,fantasma,volador,150,80,44,90,54,80,150,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,4,Común,498,fantasma/volador
427,buneary,normal,,55,66,44,44,56,85,55,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,4,Común,350,normal
428,lopunny,normal,,65,76,84,54,96,105,333,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,4,Común,480,normal
429,mismagius,fantasma,,60,60,60,105,105,105,44,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,4,Común,495,fantasma
430,honchkrow,oscuro,volador,100,125,52,105,52,71,273,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,4,Común,505,oscuro/volador
431,glameow,normal,,49,55,42,42,37,85,39,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,4,Común,310,normal
432,purugly,normal,,71,82,64,64,59,112,438,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,4,Común,452,normal
433,chingling,psíquico,,45,30,50,65,50,45,6,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,4,Común,285,psíquico
434,stunky,veneno,oscuro,63,63,47,41,41,74,192,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,4,Común,329,veneno/oscuro
435,skuntank,veneno,oscuro,103,93,67,71,61,84,380,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,4,Común,479,veneno/oscuro
436,bronzor,acero,psíquico,57,24,86,24,86,23,605,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,4,Común,300,acero/psíquico
437,bronzong,acero,psíquico,67,89,116,79,116,33,1870,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,4,Común,500,acero/psíquico
438,bonsly,roca,,50,80,95,10,45,10,150,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,4,Común,290,roca
439,mime-jr,psíquico,hada,20,25,45,70,90,60,130,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,4,Común,310,psíquico/hada
440,happiny,normal,,100,5,5,15,65,30,244,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,4,Común,220,normal
441,chatot,normal,volador,76,65,45,92,42,91,19,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,4,Común,411,normal/volador
442,spiritomb,fantasma,oscuro,50,92,108,92,108,35,1080,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,4,Común,485,fantasma/oscuro
443,gible,dragón,tierra,58,70,45,40,45,42,205,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,4,Común,300,dragón/tierra
444,gabite,dragón,tierra,68,90,65,50,55,82,560,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,4,Común,410,dragón/tierra
445,garchomp,dragón,tierra,108,130,95,80,85,102,950,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,4,Común,600,dragón/tierra
446,munchlax,normal,,135,85,40,40,85,5,1050,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,4,Común,390,normal
447,riolu,lucha,,40,70,40,35,40,60,202,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,4,Común,285,lucha
448,lucario,lucha,acero,70,110,70,115,70,90,540,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,4,Común,525,lucha/acero
449,hippopotas,tierra,,68,72,78,38,42,32,495,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,4,Común,330,tierra
450,hippowdon,tierra,,108,112,118,68,72,47,3000,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,4,Común,525,tierra
451,skorupi,veneno,bicho,40,50,90,30,55,65,120,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,4,Común,330,veneno/bicho
452,drapion,veneno,oscuro,70,90,110,60,75,95,615,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,4,Común,500,veneno/oscuro
453,croagunk,veneno,lucha,48,61,40,61,40,50,230,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,4,Común,300,veneno/lucha
454,toxicroak,veneno,lucha,83,106,65,86,65,85,444,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,4,Común,490,veneno/lucha
455,carnivine,planta,,74,100,72,90,72,46,270,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,4,Común,454,planta
456,finneon,agua,,49,49,56,49,61,66,70,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,4,Común,330,agua
457,lumineon,agua,,69,69,76,69,86,91,240,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,4,Común,460,agua
458,mantyke,agua,volador,45,20,50,60,120,50,650,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,4,Común,345,agua/volador
459,snover,planta,hielo,60,62,50,62,60,40,505,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,4,Común,334,planta/hielo
460,abomasnow,planta,hielo,90,92,75,92,85,60,1355,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,4,Común,494,planta/hielo
461,weavile,oscuro,hielo,70,120,65,45,85,125,340,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,4,Común,510,oscuro/hielo
462,magnezone,eléctrico,acero,70,70,115,130,90,60,1800,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,4,Común,535,eléctrico/acero
463,lickilicky,normal,,110,85,95,80,95,50,1400,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,4,Común,515,normal
464,rhyperior,tierra,roca,115,140,130,55,55,40,2828,24,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,4,Común,535,tierra/roca
465,tangrowth,planta,,100,100,125,110,50,50,1286,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,4,Común,535,planta
466,electivire,eléctrico,,75,123,67,95,85,95,1386,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,4,Común,540,eléctrico
467,magmortar,fuego,,75,95,67,125,95,83,680,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,4,Común,540,fuego
468,togekiss,hada,volador,85,50,95,120,115,80,380,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,4,Común,545,hada/volador
469,yanmega,bicho,volador,86,76,86,116,56,95,515,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,4,Común,515,bicho/volador
470,leafeon,planta,,65,110,130,60,65,95,255,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,4,Común,525,planta
471,glaceon,hielo,,65,60,110,130,95,65,259,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,4,Común,525,hielo
472,gliscor,tierra,volador,75,95,125,45,75,95,425,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,4,Común,510,tierra/volador
473,mamoswine,hielo,tierra,110,130,80,70,60,80,2910,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,4,Común,530,hielo/tierra
474,porygon-z,normal,,85,80,70,135,75,90,340,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,4,Común,535,normal
475,gallade,psíquico,lucha,68,125,65,65,115,80,520,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,4,Común,518,psíquico/lucha
476,probopass,roca,acero,60,55,145,75,150,40,3400,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,4,Común,525,roca/acero
477,dusknoir,fantasma,,45,100,135,65,135,45,1066,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,4,Común,525,fantasma
478,froslass,hielo,fantasma,70,80,70,80,70,110,266,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,4,Común,480,hielo/fantasma
479,rotom,eléctrico,fantasma,50,50,77,95,77,91,3,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,4,Común,440,eléctrico/fantasma
480,uxie,psíquico,,75,75,130,75,130,95,3,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,4,Legendario,580,psíquico
481,mesprit,psíquico,,80,105,105,105,105,80,3,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,4,Legendario,580,psíquico
482,azelf,psíquico,,75,125,70,125,70,115,3,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,4,Legendario,580,psíquico
483,dialga,acero,dragón,100,120,120,150,100,90,6830,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,4,Legendario,680,acero/dragón
484,palkia,agua,dragón,90,120,100,150,120,100,3360,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,4,Legendario,680,agua/dragón
485,heatran,fuego,acero,91,90,106,130,106,77,4300,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,4,Legendario,600,fuego/acero
486,regigigas,normal,,110,160,110,80,110,100,4200,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,4,Legendario,670,normal
487,giratina-altered,fantasma,dragón,150,100,120,100,120,90,7500,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,4,Legendario,680,fantasma/dragón
488,cresselia,psíquico,,120,70,110,75,120,85,856,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,4,Legendario,580,psíquico
489,phione,agua,,80,80,80,80,80,80,31,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,4,Mítico,480,agua
490,manaphy,agua,,100,100,100,100,100,100,14,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,4,Mítico,600,agua
491,darkrai,oscuro,,70,90,90,135,90,125,505,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,4,Mítico,600,oscuro
492,shaymin-land,planta,,100,100,100,100,100,100,21,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,4,Mítico,600,planta
493,arceus,normal,,120,120,120,120,120,120,3200,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,4,Mítico,720,normal
494,victini,psíquico,fuego,100,100,100,100,100,100,40,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,5,Mítico,600,psíquico/fuego
495,snivy,planta,,45,45,55,45,55,63,81,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,5,Común,308,planta
496,servine,planta,,60,60,75,60,75,83,160,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,5,Común,413,planta
497,serperior,planta,,75,75,95,75,95,113,630,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,5,Común,528,planta
498,tepig,fuego,,65,63,45,45,45,45,99,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,5,Común,308,fuego
499,pignite,fuego,lucha,90,93,55,70,55,55,555,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,5,Común,418,fuego/lucha
500,emboar,fuego,lucha,110,123,65,100,65,65,1500,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,5,Común,528,fuego/lucha
501,oshawott,agua,,55,55,45,63,45,45,59,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,5,Común,308,agua
502,dewott,agua,,75,75,60,83,60,60,245,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,5,Común,413,agua
503,samurott,agua,,95,100,85,108,70,70,946,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,5,Común,528,agua
504,patrat,normal,,45,55,39,35,39,42,116,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,5,Común,255,normal
505,watchog,normal,,60,85,69,60,69,77,270,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,5,Común,420,normal
506,lillipup,normal,,45,60,45,25,45,55,41,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,5,Común,275,normal
507,herdier,normal,,65,80,65,35,65,60,147,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,5,Común,370,normal
508,stoutland,normal,,85,110,90,45,90,80,610,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,5,Común,500,normal
509,purrloin,oscuro,,41,50,37,50,37,66,101,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,5,Común,281,oscuro
510,liepard,oscuro,,64,88,50,88,50,106,375,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,5,Común,446,oscuro
511,pansage,planta,,50,53,48,53,48,64,105,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,5,Común,316,planta
512,simisage,planta,,75,98,63,98,63,101,305,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,5,Común,498,planta
513,pansear,fuego,,50,53,48,53,48,64,110,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,5,Común,316,fuego
